customer_id,song_id,score
G53151,292,5
H3942,2738,5
K38285,8922,5
G31821,8730,4
L51956,377,3
K27495,2541,5
M47237,554,5
N41908,60,3
F15260,331,5
O48209,5535,5
K27735,1676,3
K21325,3131,4
G7191,23,4
K23935,71,4
K1505,1205,3
M33547,7884,3
L31366,14,4
G52061,7,5
I12403,1696,4
O7749,75,4
G11361,63,1
O29019,26,2
L31956,270,4
H382,574,4
J18134,77,4
J38814,3209,3
N17028,31,4
M32677,26,5
I37863,883,4
G14311,91,4
I49453,114,5
L6846,1327,3
G51811,1450,4
F39660,155,5
I22793,94,3
J38184,2620,5
F19220,4683,4
J40664,76,5
N41708,92,5
G42481,101,3
F10780,3745,3
F8760,7730,5
I48823,9122,4
F38240,935,5
N24478,1033,4
O39159,16,4
F43270,3238,5
H16652,242,3
M24077,5791,4
K7195,885,4
J13734,2,5
L14506,25,5
J21824,1154,5
H40982,9931,3
G29121,743,4
L29046,188,5
L9656,430,2
L21716,67,3
K4745,8413,3
H31582,173,4
J35454,135,4
H1532,8543,4
O3959,675,4
F2510,436,3
G36841,305,2
K45795,7324,4
L32016,1029,4
H41292,673,4
K22795,233,1
F33450,1813,5
J46814,1322,5
N49968,5913,2
K26815,1368,5
I25833,7335,5
K28705,248,4
K30665,386,4
I9283,40,3
F44130,6861,5
J48974,2799,4
G36181,469,3
F5590,3626,4
L1526,383,4
G4191,2703,4
I35073,1505,5
H33322,117,3
L45316,117,4
O20859,21,5
N50228,1044,4
I41663,5488,4
I9113,1797,1
G13351,8486,4
F12670,2366,4
I4993,6534,3
G2071,163,4
G44601,3249,5
G22651,127,4
G36241,26,4
H47112,9099,4
J29954,7222,3
J10114,16,3
N11278,4502,4
F43690,2332,4
K45705,135,5
O40639,649,5
J4764,14,3
I50633,1174,4
G23991,45,3
K33145,124,2
N46708,4491,4
J4514,293,3
K46555,615,5
N21898,8497,5
J13074,3195,3
H36522,67,5
O25549,6614,4
H4562,549,2
H46072,3097,5
O46649,909,4
L47726,174,5
L14036,3384,3
L38476,1925,4
L28366,3051,4
N8148,5089,4
L21066,223,4
H20832,675,5
J24984,536,3
K23945,8403,5
F41100,832,5
H48662,3361,4
L31386,5299,4
O16819,1312,4
H22882,341,5
I1363,226,5
F26480,1281,4
O32909,1781,3
M47157,2462,4
K18355,112,4
G39511,4742,5
I40643,34,4
N29308,67,3
I9873,620,3
J21114,4222,4
G38101,4906,5
I24253,1132,3
M7387,2522,5
J46574,5174,5
L51066,8787,5
G20861,2102,5
H36412,965,5
M10347,2058,4
L12356,76,4
O34549,416,3
H46232,481,3
J52844,2420,3
O18919,2743,4
J23674,628,3
M7097,29,3
H47112,1702,4
K29545,1402,5
M8667,194,3
H19952,2751,5
N18578,5922,5
J26104,169,4
L3736,1503,4
F17370,143,4
H51542,296,5
L30746,9031,4
L22906,3169,5
O3099,791,3
O12389,535,4
M26897,382,2
L43926,9538,4
L23136,1722,5
J20094,3239,3
I3483,2991,4
H45992,12,5
G12861,596,5
L28646,41,5
O32519,2527,4
H39472,13,4
I21993,1084,5
G38081,1887,3
K5215,815,4
N24668,1378,5
L48446,375,5
N16038,3369,3
G27121,755,5
G35911,535,1
L2236,3036,3
I39453,32,4
I46013,1756,5
I33863,9521,4
M50807,41,5
G9101,26,5
K1105,1174,4
I23053,19,5
F28060,719,3
G33521,9,5
F24260,216,4
O33059,1044,4
L22466,278,5
N10648,533,3
O7409,1360,4
J14264,227,3
H26142,6106,4
I15083,3585,3
O38479,29,4
J47354,32,4
M7397,193,5
L3016,19,5
H7682,2221,5
I50343,1940,4
N45298,2053,5
L20736,6257,2
I34033,620,2
N16868,205,5
J27214,87,5
J37424,441,5
O27739,883,4
H23922,117,2
F9760,18,5
H53032,5754,3
O51979,1694,3
J26034,7716,5
M4857,339,5
N46708,1,5
I44523,1566,3
L52806,1428,4
O20149,5096,3
G29941,4076,4
I11623,6002,3
H38942,1934,3
K4745,10,4
F49870,9086,4
F8110,7982,5
N22918,3981,4
F37980,186,5
L20556,735,4
L29146,1054,4
F15870,59,5
F16540,238,2
O50619,73,3
M12447,40,2
F46060,5813,5
J15644,6553,5
I863,119,2
G22231,1212,3
J26444,1578,3
G14801,140,5
I26453,442,5
K40255,2243,3
I44333,752,5
O22269,2775,4
G51901,4357,4
G52801,583,5
O40659,449,5
N15428,879,3
N26448,7328,4
F15510,249,3
L9936,1815,4
H21742,5472,4
O47039,340,5
O39989,31,5
K41865,8978,5
M38157,95,4
I50003,4320,2
I21293,4023,3
O19259,529,3
O39449,7058,4
J7774,8851,3
H29272,6408,4
I14363,2126,5
N12978,5481,3
I20153,1427,4
G23951,9524,4
K32435,24,4
O14979,928,3
F52220,2393,4
O27819,4010,5
J38244,1543,4
N52348,768,5
L25546,842,5
H49672,4231,4
K50155,642,5
N21298,174,4
J44524,1022,4
F7320,5117,5
J16734,9388,5
O9229,3772,5
H20742,5946,4
M19817,311,4
O30829,4751,3
N27128,3162,5
F50640,4123,5
J52804,2051,5
H40062,1431,4
O5569,1878,3
M9647,2904,4
H35642,154,2
L49536,5520,3
K47745,84,5
O10629,276,5
M13567,1827,4
L17316,1160,4
I28943,3869,1
H22262,2027,4
L8356,54,4
N20478,5840,5
J51124,2118,3
I46573,222,4
H48452,61,4
L7456,98,4
J17904,42,3
K1815,438,4
N35128,48,3
N2958,925,3
K3135,902,4
F40290,6268,5
I46673,603,5
I5773,2918,2
G31761,844,3
J19924,49,5
J49044,2282,4
M50937,3273,2
F46840,2271,3
H22712,660,2
L4546,2462,2
J33464,458,5
H47582,105,5
K5365,72,4
F27460,3727,4
M28127,4815,3
M28727,5497,5
N36498,6120,3
H26272,571,5
H20212,3079,3
L24396,205,3
F13680,2642,4
M30917,77,2
I50993,242,5
N26648,6945,5
N9188,8251,5
I11323,9193,4
H1992,1367,5
G29931,939,4
L5136,2566,4
N17568,1614,4
M37217,2396,4
K46615,16,4
M22837,2482,5
M44717,3039,4
I18973,4472,3
J17654,12,5
K41705,345,4
J34514,3101,5
I28653,320,3
M48567,4255,5
I17503,152,3
O39119,335,5
I42563,246,5
I48843,6824,5
O53189,1784,5
O11079,689,3
H19212,1462,4
I47363,1223,4
K42775,38,5
G50981,107,4
I18463,791,5
O37729,3639,4
M31557,20,5
H5612,35,5
I46843,643,3
L32416,716,4
M26437,63,2
H5062,8914,4
N2548,2536,3
M917,9264,2
F32720,1187,5
N21668,1302,4
I13763,3,3
N3578,13,3
F8330,1501,2
F31870,1648,5
J24834,19,5
F25870,41,5
K53165,1531,4
M41207,15,4
F10200,17,4
I52113,1775,4
L45276,29,5
N22318,502,5
M39737,17,4
L28166,333,4
J29564,380,3
H10932,3055,5
M26057,5847,4
M38257,7117,3
L13166,670,3
H492,5645,3
O2009,3568,5
K11605,3394,4
K33565,14,4
G40591,3725,4
M35137,2320,5
F880,9213,3
F53080,1702,4
J31634,2411,4
N43018,745,5
L10736,400,5
I15103,1200,4
I29263,8514,4
G11601,2239,4
F42160,1979,4
G30941,5692,3
M3647,3400,3
G52691,4697,3
M46507,1436,5
M47417,1468,3
N10018,3481,2
H21712,1088,3
N27738,3907,5
G33201,4357,4
M17437,1940,4
H48452,258,3
H7642,6457,4
L50706,23,5
F20960,955,4
O5229,3,4
J22604,2209,5
L43706,7219,5
O43549,706,5
G53151,914,5
F20100,17,5
H46732,1115,5
H6092,9504,5
L24566,691,5
F16740,5331,4
O8659,650,2
F2410,307,4
I11133,515,4
K46875,5328,5
L7376,119,4
F49820,595,3
J48484,546,4
J14164,288,4
J21294,333,5
N42208,50,3
J6734,315,3
M11167,3194,4
M26207,4990,4
J51684,1350,5
F34650,1491,3
L29206,965,5
M49897,9328,5
L6186,2324,3
H4852,836,4
N28478,141,5
L246,1199,3
F31540,240,3
N41138,463,4
J6204,939,3
F2710,219,2
N29828,5614,2
M7097,3712,2
I53423,77,5
J50454,5079,3
O35119,5197,1
O49999,8089,5
L37316,140,4
G48411,7926,4
H7352,9454,4
J43054,824,4
N46958,450,4
F40330,2669,4
H47872,2405,5
M40537,588,5
F21500,5121,4
K51575,248,4
I17993,6189,1
O35389,2153,3
G23391,3469,4
F11000,9,2
O47649,873,3
G81,1040,4
J7474,2595,4
L3316,2062,5
M30677,6043,5
H39112,6065,5
O18559,2831,5
N50148,177,3
G37771,420,1
J26034,3869,4
G23691,88,4
I8313,1316,3
F41550,2597,3
L5366,3634,3
L30616,3231,4
F45280,9,5
J24314,3889,5
G33691,29,3
L19306,1228,4
O10789,3489,4
L20076,140,2
K42355,2821,5
K24585,290,5
K45285,5847,5
I47683,561,5
G5051,6265,3
K5195,94,4
J45104,6904,4
N1878,7469,4
N21148,67,5
G46581,314,4
F19810,5877,3
I36033,1,4
O38589,9,4
O4559,924,3
M17577,7397,4
N51828,8169,4
J19844,1180,1
G50901,371,4
J30404,9484,2
N22468,8842,3
G4731,1083,3
I38293,249,5
H26272,14,2
K48465,806,5
M45377,2446,5
I52243,47,3
M37177,1,3
G30381,4918,5
K51585,842,3
N23938,702,5
J20334,93,5
K10695,237,5
M15877,8751,3
G21281,1930,3
G52061,832,3
M21907,6094,3
O23709,12,3
M38197,128,5
J28034,1773,4
L24606,960,4
K47905,4,3
M34827,828,5
L15466,66,1
M51917,1350,5
L51086,676,5
J27174,3000,4
F48850,6854,4
M27547,11,5
N44488,8292,1
L50966,5581,3
I36733,3748,5
J23154,1417,2
J36514,325,5
M13137,42,5
M15087,109,3
M36897,3812,2
O28559,571,3
M45017,2648,5
G34711,6198,3
M9717,4488,3
O53199,82,4
H46232,312,4
F7320,2793,5
O8909,32,5
F20600,518,4
H39992,8242,5
G50831,429,4
I25603,2801,2
G23991,2408,2
F1920,1866,3
F43770,4924,3
F48190,1343,5
F35670,533,2
L50276,612,4
L6586,712,4
K45705,37,5
N13968,8917,5
J13994,352,1
F12200,157,3
H48192,2254,4
J10914,972,4
N37698,8418,5
O52439,453,5
O5589,3724,3
O24019,759,4
O10789,1339,3
I40993,827,3
M45997,1268,5
J39724,1401,4
N49108,5,5
N1458,11,4
K36695,841,4
G19191,727,4
F15820,6887,4
M28827,426,2
G36841,176,3
I3823,3141,5
G21341,33,4
K47355,1060,5
O32939,1710,4
O13499,5093,3
M15837,3795,3
K51575,1331,4
K15615,8970,3
I32303,839,4
F48440,40,5
N49898,130,3
H28822,4479,5
O39469,1073,5
O53339,6616,5
I34753,1050,4
F33160,2343,4
H43972,4812,5
I43073,165,3
H51742,91,5
G36461,243,4
I32923,681,4
G44851,153,4
J8554,1709,4
O21889,2394,1
J21264,54,5
F1840,437,5
J43224,517,5
H27902,1743,5
H38432,4717,4
O8359,115,5
I17503,912,3
F40200,153,5
N19158,256,5
K1325,8132,4
N39808,102,1
M47077,64,4
M14507,7785,4
N33758,50,5
G14211,209,4
K7915,2888,4
G23141,1610,4
F40430,682,5
K22995,852,3
J11294,3053,5
F19060,9782,2
J1024,103,4
H50152,997,3
K11115,400,4
J36454,5,3
F23270,97,3
O19669,3114,5
M29167,154,4
H34392,2879,3
O4569,248,4
O42619,7899,3
M23747,21,4
K52725,284,2
M1787,25,5
L6186,397,5
I45523,4604,4
N26968,19,5
L18586,1132,3
L47516,6412,4
G7121,3513,4
L2106,4121,5
O27269,165,4
G12161,24,4
M44317,3052,5
J49654,6140,5
M46587,7387,5
L27436,23,3
M16277,2747,4
I29803,47,5
I10323,943,3
M1457,1843,3
G38901,4580,5
O32939,1311,3
G9881,690,4
K35985,6640,4
H52042,735,4
H47872,5156,5
I19653,35,5
M33017,1056,2
K7525,4790,5
I2213,1142,4
G13411,2283,2
M30607,233,5
H46192,46,4
G16961,153,5
J20774,110,4
G4691,9,5
F17030,3228,4
F5280,9116,3
O20549,6903,3
K35855,2643,3
N34688,4231,4
O31859,1716,4
J24604,737,4
F34370,7722,3
H19232,358,5
I26293,119,4
J49184,4276,3
N12858,1636,5
K44815,925,4
N31638,283,4
O28099,145,5
G36181,117,4
L34856,2,5
L1956,1544,4
H51712,4060,4
F10760,820,5
O15699,266,3
K32445,1891,5
J47944,5479,5
F29540,866,5
K48445,9,4
M49077,2866,4
O36809,49,4
F25190,66,5
F32910,1317,5
L786,287,3
L1846,75,3
L45216,2202,1
K19075,3871,5
O18559,8091,5
H12322,6738,4
O24829,2078,5
M1687,70,3
F41950,7112,5
K38705,8780,3
M14107,300,4
O36279,935,3
I30483,6522,4
O3159,41,3
O21859,3132,3
J794,440,3
F3150,289,4
M8017,1,5
O8499,1984,5
H8582,967,5
L41686,1474,4
G1911,4716,2
I4133,1727,5
J13184,107,4
K48015,51,2
F2430,3379,5
G50451,1576,4
N52248,1205,3
I15993,47,4
L27676,45,4
M6817,886,3
O53189,162,4
G51361,1054,3
O4799,390,3
M17617,457,3
K26285,1496,4
L53306,4992,2
H16582,77,5
N27218,2877,5
O45809,23,5
O31009,1445,5
N8008,4938,2
N23008,368,4
G8301,467,5
N22678,1331,3
M41197,8701,5
N37838,402,3
O10799,6457,4
M47,854,5
N15428,70,4
I36223,3980,5
H51572,25,5
H9772,184,5
F31160,67,4
L19046,19,5
H23252,2124,4
K39575,7451,5
H6822,499,3
N46588,120,3
M38747,513,4
H44072,302,4
G27001,3081,3
O33289,2874,5
N24008,23,5
N46348,1993,4
L52646,2,3
O29569,11,5
M23727,243,5
N41698,621,3
H28522,730,3
K13675,173,4
K35545,6714,5
H38192,237,4
H892,25,5
L1416,742,3
M32417,241,3
L20056,1509,4
F50040,815,5
F51440,13,5
H23762,8467,3
F29190,2975,5
H43282,8441,3
G11471,1833,5
H39472,174,3
K47345,3830,3
J24364,9200,5
K48745,178,3
M33097,1962,5
J10374,1846,3
G3111,5750,4
F33450,1568,5
F41190,1838,5
L41826,1167,4
N9048,2199,3
J48554,643,3
N10548,4774,2
M30247,1407,4
N31898,226,5
L11896,1432,3
J36454,233,3
M24457,286,3
K45025,3,4
K1495,2939,4
I5823,114,2
M15547,4938,4
H26742,209,5
L20276,1085,2
J42304,1836,4
O43059,9586,4
M397,2085,5
M14787,7841,4
M31317,875,2
N26828,5016,5
J43974,7702,4
F35520,11,4
I40083,226,2
H34672,2,3
F21940,3637,5
F3080,3049,4
H36202,827,5
M23747,560,3
I3523,1091,3
L26546,1125,3
J15524,216,2
H14512,3614,4
F30100,384,5
H6332,5543,2
G45001,2058,5
L15406,6033,4
K3145,1412,4
N1308,30,5
H48232,7270,4
G10681,7510,4
I9843,1246,5
K29065,1650,5
L15566,4324,4
L346,6,3
I24343,559,5
G6191,1136,5
G35701,32,1
O28379,6568,4
N25188,21,4
H28322,5746,3
N7838,9236,3
O45359,394,5
J13184,106,4
J15204,518,4
J32554,233,3
F19380,18,2
I52503,307,4
J35154,414,4
M35457,453,5
G8861,2568,4
N31628,237,3
N48758,734,5
K35425,9253,2
K1285,3313,3
O41609,645,5
O26949,4907,5
I30903,202,2
I24823,3249,3
K5005,3613,4
J44004,1800,5
L4946,7875,4
F47710,1556,5
M42887,572,2
G7771,546,3
J39754,133,5
O23019,7960,5
L13166,5,3
F45280,172,5
G24461,64,4
K15875,612,2
F22600,401,2
K3095,3722,5
N15428,10,4
I51983,3823,5
K53405,8690,4
J40084,1937,5
K46625,9339,5
N24348,5345,4
K28165,1617,5
H11002,4556,5
N52658,1255,3
M8227,4529,3
L13346,458,5
O43299,700,4
L40916,223,5
N26858,237,5
N14868,1,4
F46330,15,4
J41534,187,5
M33617,54,3
O34659,2475,5
N15468,125,5
K45255,2069,4
K21245,9476,3
J35574,4481,4
G33141,67,4
O38579,1364,4
F18860,8269,5
N5438,948,5
O29769,1909,5
J31784,366,4
M37,9452,5
J2434,3194,4
J6224,2036,4
I7333,355,5
N8948,1459,3
M4007,7543,4
G23691,394,4
K34365,3498,5
M50917,1,5
H48432,8790,5
K14315,2096,4
M24177,2431,5
F1320,132,1
G33401,554,4
K10715,1308,5
O24229,6733,2
J34294,2542,5
L6186,2975,4
J1204,70,5
I20573,126,3
G4801,265,4
O3639,3428,5
L17716,2260,4
H43702,89,3
N12028,2753,4
I43093,648,5
O16759,902,5
N27738,2004,5
K9185,27,5
H9072,2547,3
G46241,1597,4
M33097,556,5
L37256,124,5
H46252,1881,5
F43920,3090,5
N44348,3,5
I29773,5169,3
F4470,3775,4
G8741,1046,2
H22202,560,5
L42586,828,5
N1138,55,4
F39440,1546,5
L23216,5565,3
I6893,96,5
F8620,469,3
I36823,4,5
N13028,1175,5
L48476,5824,2
G21781,78,3
O39529,41,5
G19861,192,5
H52522,1139,5
K7065,155,5
I36803,180,3
N5638,42,4
G23261,270,5
O21449,13,3
M24517,276,2
O44919,1939,3
J25784,137,4
F26320,730,3
K15815,3657,2
J15364,928,4
N7868,6057,5
H23342,97,5
K25215,2168,5
I6493,1028,4
L6586,13,3
N49818,525,4
G6951,169,4
H12142,7557,5
O49129,762,5
M12597,630,5
F48680,113,5
J47064,8368,4
O36129,18,5
G35581,119,4
F2390,8319,3
I9113,1123,2
K28945,6746,5
G39091,801,5
I12943,138,2
F24710,1994,4
H5942,158,4
N21908,2887,3
O15539,592,5
F49960,73,2
M32217,2025,3
M40687,8267,5
N48698,1375,4
N36958,142,4
L25316,904,4
N28328,734,5
M33607,3094,3
F15260,2464,4
G48001,237,5
N32728,722,4
J16454,5144,3
I17753,30,5
J43924,62,3
O31859,21,5
I13483,1115,5
G33681,4795,3
J38664,82,2
K44395,1,5
M3637,8049,3
N13718,364,4
G4721,2496,3
J16114,1230,4
K18565,1468,3
N14548,4871,3
N3698,5777,3
I3553,2759,5
O38229,897,5
J30374,106,4
K33725,1150,5
J17584,4109,5
H39302,2457,3
O52449,175,5
G47161,2103,5
N29418,155,3
O3919,9257,4
H49042,2674,5
H32472,7536,4
L24496,9512,4
J7264,2985,4
O5569,874,4
O10349,2673,4
I39883,24,5
M22547,70,5
O1209,430,3
H47192,1023,5
G16721,1048,3
O15889,130,4
J27584,18,4
J48234,2130,5
M43897,5291,1
O49919,310,5
J22924,72,4
L5086,2988,5
G13171,755,4
G3551,1786,4
I683,795,5
N17938,694,4
G7191,878,4
N49968,175,3
F40690,2454,4
F32900,9141,5
H10742,9568,4
H44562,6833,5
K6315,233,5
J42764,7337,4
G33651,44,2
K10685,2268,5
M45377,9612,5
J19844,706,5
G25741,414,4
G30881,7693,4
J24964,196,4
K41185,8815,1
M41807,253,3
H17032,828,4
O38649,247,4
M11547,39,5
F12380,3410,4
K11325,3381,4
O24479,58,5
N3728,1060,4
H3162,6080,4
I10533,3849,4
F30,9017,4
N28998,8017,5
M27787,1736,4
O52619,1562,5
L50606,380,4
O27269,7003,3
M42117,2043,5
G32841,3909,5
F44380,1212,4
J21794,91,4
N12788,658,4
L49766,283,4
L12426,1705,3
G11031,809,5
G37471,3440,3
J25944,2446,3
G15431,4642,3
H11452,24,3
K23745,94,4
F24200,143,4
L33556,14,3
O39529,4,5
O31929,177,5
F49620,1,3
H17182,11,4
J3044,15,5
M42367,433,4
L17146,55,5
O22459,2537,4
M29077,552,3
N44238,161,5
F44950,144,2
M38697,4708,5
I50843,1767,5
O18509,1410,3
O13529,202,4
J4214,24,5
F10040,175,4
L43176,87,4
F8300,1158,4
N42668,550,3
L22156,416,5
K52935,9771,2
I10323,43,3
N26648,37,5
O31679,260,4
I973,1196,4
I51653,961,4
F46840,3462,4
G42471,1892,4
L23746,1073,5
J50484,91,5
O18019,36,5
L30656,2605,4
K40865,630,4
L8126,95,2
M50917,16,4
H20392,6903,5
O569,6371,3
L4226,2184,3
J15524,1252,5
N10598,31,4
M34297,4142,4
I30963,30,3
I17503,386,3
O45319,2477,3
F43060,1000,5
H17042,339,3
H31582,1327,4
L29046,3547,4
H23722,5595,1
L13016,703,4
F27460,603,4
J7524,4352,5
J11854,196,5
H49782,2353,5
N16738,6104,4
J44634,1521,4
L17296,180,4
O51889,3684,4
I33393,220,5
L26756,965,4
O39359,3199,5
I7423,131,5
H39652,2799,5
M19557,5765,3
H18632,133,4
N29438,2823,4
M44717,340,5
I48973,3460,5
H7942,1165,3
G14591,144,4
O48249,7377,5
G35471,2134,4
J35714,4,5
K3045,874,5
M6347,393,4
H25442,5825,5
M22187,6208,5
F40330,6830,3
O26069,255,1
I44173,607,3
I8483,1250,4
N25558,1057,4
F52940,8174,4
J31624,58,5
J7414,60,5
L25126,5379,4
I2863,112,4
H33312,495,4
L11496,759,3
I41413,1087,3
G48621,183,5
I42643,1172,4
O41289,3131,5
G9861,97,3
O40429,27,4
H17312,1128,5
M42367,8991,4
L13586,14,4
F38220,9,4
F6080,155,4
H32722,3871,5
M29447,895,3
L9326,310,5
K45485,82,5
J24654,340,5
K33945,18,4
F48990,2265,4
F6950,208,4
L46816,2395,3
O4789,148,3
N12258,2630,3
I5703,596,4
K2895,109,5
J7674,5609,4
K47575,153,3
O2069,223,4
H38262,102,4
F40090,3256,5
H39462,7125,2
L28116,5821,5
J21524,87,5
M41647,578,5
F30570,2326,4
J28944,286,5
L12426,315,4
I16513,62,3
L3976,1598,5
I34943,2990,2
H41132,148,3
J38904,48,4
G49801,2412,3
K29335,455,5
H50152,698,3
H9842,1407,4
N46958,2549,4
L31726,2216,4
I45203,732,5
K50285,2543,5
K31305,20,2
K26715,7622,5
H26272,1145,3
F34600,2700,4
J37424,5669,4
G16471,7133,4
I14943,264,4
O21739,331,5
K20115,467,3
F10870,1710,4
G23391,135,4
H27462,871,5
J49954,1432,3
I2263,79,2
F41130,5052,4
F46860,181,3
N31788,235,3
N338,1370,5
J3244,5939,4
M317,3171,4
N3978,1120,3
I1243,2054,3
J2434,291,5
K26815,337,4
I1363,4493,5
K25585,483,4
O48439,815,4
J35504,1648,5
M25927,649,5
J46014,5004,4
G37111,4422,3
N25618,17,5
I13043,4996,4
O39069,262,5
J40104,1471,5
L35246,534,4
G21781,29,2
I52483,963,4
K50795,6,3
G16421,8076,5
O26549,335,3
L33556,1274,2
F40690,2563,4
O1919,250,3
O31469,5904,5
G18181,302,5
K2535,4504,2
L26776,2261,4
M9467,4,3
K24975,1854,4
M33977,621,4
F31640,191,5
F52220,697,4
H51732,74,5
I22113,281,4
N42078,429,4
L34196,846,5
L11406,3614,4
L14736,23,5
M38207,1529,4
L5336,63,3
H34712,5862,3
F27170,696,4
L5186,1424,4
N46748,48,3
M53417,324,3
F39760,82,2
N6628,3823,3
I38283,373,4
J22724,2670,2
M15837,6043,3
L47386,7051,4
G45331,4871,5
M9067,7699,2
O17439,805,5
M47747,6,1
J50154,1553,4
F40780,357,5
G49971,142,4
H47192,3771,4
J29454,9196,3
H50552,1165,4
L15336,9938,3
L34086,461,4
L4946,377,5
G32911,1650,3
K53335,215,5
F16760,4589,4
G15661,1374,5
G6591,8222,5
N36538,9319,5
G35671,1366,4
K23945,3763,5
H47702,36,4
H48642,195,5
F41010,2,4
I6583,329,5
O1819,6007,4
G7771,704,3
O51999,9159,1
G44051,4710,4
M40077,44,4
G26411,98,5
J44254,5103,4
G43731,279,5
F11200,3360,5
G20951,596,4
H35662,2781,5
K13975,9644,4
H53342,2132,3
N27688,1388,5
G37441,19,4
O2869,40,5
N19058,835,5
N32198,219,4
J44534,550,5
J35654,733,4
I21093,7940,4
N4498,305,3
O28949,201,3
J25704,174,5
F5510,590,4
G44061,2567,4
L32156,177,4
J15704,337,4
J16874,6174,4
L6306,28,5
G25701,488,5
G21511,489,5
F42630,324,4
F38510,632,5
O35889,876,3
F39770,9273,5
M3697,139,5
N3928,2415,3
F15100,7154,2
K13975,41,4
G32031,1466,4
G4191,65,5
J34524,321,5
I51103,163,4
I52243,112,3
O52069,546,5
O29689,4487,1
O37699,168,5
F15440,7065,4
G45201,3051,5
L37246,38,3
K36525,801,3
I3183,451,4
L16816,5593,3
L32886,608,5
L47696,5450,4
H882,872,5
H14622,8,5
G51081,831,5
M13217,1486,3
N6638,257,4
N9848,346,3
M7987,2848,3
N11058,879,5
H15462,362,5
H28272,1093,3
F33930,3006,4
O19789,8371,4
M7387,3098,4
F13260,26,5
I44173,2062,3
M47747,361,3
H38612,322,4
J16884,124,5
L3386,45,4
L22476,950,4
I37843,273,5
F15850,5838,4
N25558,448,3
M33017,3441,5
M25227,733,2
K22465,1962,5
M34747,1791,3
G23441,1154,5
I41243,295,5
K24615,3307,4
I14523,103,5
O43799,1661,5
J22474,3850,5
O46129,797,5
L49746,2527,5
N9618,5147,4
I12763,1550,3
G451,2642,4
G4041,1,4
H43692,150,4
O22579,410,3
H19002,939,4
F38100,4484,5
M25917,35,4
J15324,25,5
I16753,54,5
O35479,498,3
H202,2142,5
K44995,51,5
H26662,23,4
O15819,6598,4
J34304,2748,5
O36049,3855,4
J45024,704,3
K41275,1693,5
F1440,4067,3
L31936,2298,3
J41274,209,4
N46588,4752,4
O37429,2000,4
J48044,49,3
G6591,7864,4
O39499,9770,4
O3879,653,4
M15807,4023,5
N21508,251,5
G38871,92,5
O28719,7736,4
J1204,687,5
J18404,255,1
O29319,3970,5
N3768,662,5
J2464,7150,4
G19881,1100,5
I27753,186,2
O13499,1759,4
M40077,1276,4
K30295,2079,5
G37701,2393,5
O14549,1342,5
N46748,63,3
H29002,7964,4
F12090,5297,3
I31253,514,2
F52620,2587,3
J64,8427,5
K47955,59,4
F28190,1199,2
G24691,3566,4
G20851,161,2
K52835,5111,4
L38116,8519,4
L23536,9131,4
J33934,7409,5
L53136,775,2
J6224,689,4
F24380,523,5
K31485,175,5
M49147,7577,5
J15714,35,2
M49847,131,3
I50633,802,3
K41625,262,5
N25208,841,4
O3229,9393,4
F8610,1783,4
N6048,5244,5
K16985,646,3
O29889,8466,1
F25830,6396,2
N12858,889,5
M44497,62,5
F230,901,4
H9532,179,3
N21368,329,5
N10868,49,5
K18335,7973,5
J13994,402,4
L28166,1796,2
I873,139,4
N49428,2960,5
N14748,339,5
M23527,4134,4
L43476,3421,5
O31059,105,5
J14094,1555,3
F14070,1,5
H26662,52,3
M5587,4860,5
M8307,190,4
L32276,1350,5
F52710,601,5
O43579,2688,5
J20604,39,5
I41453,3461,4
O46169,227,3
F25260,9118,4
O7159,123,3
L766,195,2
G37991,54,5
N30498,663,5
L7496,273,3
H43442,5649,3
N19378,7266,4
H1042,95,4
H45282,506,5
F19090,2199,4
O8339,3477,2
J46504,345,5
J11334,5087,3
K36535,2400,3
L16936,2253,4
H31892,1721,5
H13872,14,3
K43165,189,5
G4041,199,4
G46151,431,5
N37198,1795,3
N15918,5819,4
J31354,5220,5
O4679,2408,3
K8365,188,5
F23010,2179,3
J47984,36,3
H46972,3080,3
L33016,9021,5
I8313,59,5
K33145,9247,4
H23972,272,4
N51108,2058,4
G15661,655,4
J8034,6364,2
F8190,723,4
O35169,3283,4
L53406,4,5
H30582,3748,5
H6782,157,5
K23095,138,4
I35993,1108,5
J26704,2637,5
G30021,5646,5
H3732,213,5
O43749,115,2
G3881,6054,2
G36011,1113,5
F1530,5030,3
J27674,2481,3
K32595,9480,3
F42080,1564,2
H2,920,4
M42627,837,5
L42396,8445,4
O25839,5463,5
O49289,145,5
H30372,72,5
O28549,213,4
J21374,61,3
J14164,542,3
H44362,54,5
I6793,5422,5
J32414,6268,3
G32361,1552,5
M11697,417,4
M15307,1316,3
J11564,4753,2
N14008,5229,4
N2288,14,4
H4732,35,4
K50565,955,4
M49597,2,5
F23550,8750,4
L44626,833,3
I36033,9891,4
H16652,5781,5
O20559,2491,4
O31519,4980,4
O15369,79,4
K44555,5516,3
F38840,2640,5
G16661,3839,5
G50391,2542,4
M6977,1114,5
N36258,3017,5
I47453,37,4
I52113,356,4
L20596,5601,5
M40157,4764,3
I31143,8524,5
K21325,8778,3
H30792,5246,5
J35704,172,5
M30777,792,1
K30315,3052,5
F19970,778,2
N20678,249,3
J23744,252,4
G23571,368,5
G40121,4043,5
O31859,3034,3
N43358,176,4
J23744,9767,5
L48276,3345,4
